000000	Xerox 
AC6462	zte 
AC64DD	IEEE Registration Authority
AC6706	Ruckus Wireless
AC676F	Electrocompaniet A.S.
AC6B0F	Cadence Design Systems Inc
AC6BAC	Jenny Science AG
AC6E1A	Shenzhen Gongjin ElectronicsLT
AC6F4F	Enspert Inc
AC6FBB	TATUNG Technology
AC6FD9	Valueplus
B061C7	Ericsson-LG Enterprise
B06563	Shanghai Railway Communication Factory
B065BD	Apple
B0672F	Bowers & Wilkins
B068B6	Hangzhou OyE Technology
B06971	DEI Sales
B06CBF	3ality Digital Systems
B06EBF	ASUSTek Computer
B461FF	Lumigon A/S
B46238	Exablox
B46293	Samsung Electronics
B462AD	Elysia Germany
B46698	Zealabs srl
B467E9	Qingdao GoerTek Technology
B46BFC	Intel 
B46D35	Dalian Seasky Automation Co;Ltd
B46D83	Intel 
B86091	Onnet Technologies and Innovations LLC
B8616F	Accton Technology
B8621F	Cisco Systems
B8634D	Apple
B863BC	ROBOTISCo
B86491	CK Telecom
B8653B	Bolymin
B869C2	Sunitec Enterprise
B86B23	Toshiba
B86CE8	Samsung Electronics
BC6010	Qingdao Hisense Communications
BC60A7	Sony Interactive Entertainment
BC620E	Huawei Technologies
BC629F	Telenet Systems P.
BC644B	ARRIS Group
BC6641	IEEE Registration Authority
BC66DE	Shadow Creator Information Technology
BC671C	Cisco Systems
BC6778	Apple
BC6784	Environics Oy
BC6A16	tdvine
BC6A29	Texas Instruments
BC6A2F	Henge Docks LLC
BC6A44	Commend International
BC6B4D	Nokia
BC6C21	Apple
BC6E64	Sony Mobile Communications Inc
BC6E76	Green Energy Options
C06118	TP-Link Technologies
C0626B	Cisco Systems
C06394	Apple
C064C6	Nokia 
C06599	Samsung Electronics
C067AF	Cisco Systems
C06C0F	Dobbs Stanford
C06C6D	MagneMotion
C06D1A	Tianjin Henxinhuifeng Technology
C46044	Everex Electronics Limited
C4618B	Apple
C4626B	ZPT Vigantice
C462EA	Samsung Electronics
C46354	U-Raku
C46413	Cisco Systems
C464E3	Texas Instruments
C46699	vivo Mobile Communication
C467B5	Libratone A/S
C468D0	VTech Telecommunications
C4693E	Turbulence Design
C46AB7	Xiaomi Communications Co
C46BB4	myIDkey
C46DF1	DataGravity
C46E1F	TP-Link Technologies
C86000	ASUSTek Computer
C863F1	Sony Interactive Entertainment
C864C7	zte 
C8662C	Beijing Haitai Fangyuan High Technology Co.Ltd
C8665D	Aerohive Networks
C8675E	Aerohive Networks
C869CD	Apple
C86C1E	Display Systems
C86C87	ZyXEL Communications
C86CB6	Optcom
C86F1D	Apple
CC60BB	Empower RF Systems
CC61E5	Motorola Mobility LLCa Lenovo Company
CC65AD	ARRIS Group
CC66B2	Nokia
CC69B0	Global Traffic TechnologiesLLC
CC6B98	Minetec Wireless Technologies
CC6BF1	Sound Masking
CC6DA0	Roku
CC6DEF	TJK Tietolaite Oy
CC6EA4	Samsung Electronics
D0608C	zte 
D062A0	China Essence Technology (Zhumadian)
D0634D	Meiko Maschinenbau & KG
D063B4	SolidRun
D065CA	Huawei Technologies
D0666D	Shenzhen Bus-Lan Technology
D0667B	Samsung Electronics
D06726	Hewlett Packard Enterprise
D067E5	Dell
D0699E	LUMINEX Lighting Control Equipment
D069D0	Verto Medical SolutionsLLC
D06A1F	BSE
D06F4A	Topwell International Holdings Limited
D06F82	Huawei Technologies
D460E3	Sercomm .
D4612E	Huawei Technologies
D46132	Pro Concept Manufacturer
D4619D	Apple
D461DA	Apple
D461FE	Hangzhou H3C TechnologiesLimited
D463C6	Motorola Mobility LLCa Lenovo Company
D463FE	Arcadyan 
D464F7	Chengdu Usee Digital Technology
D466A8	Riedo Networks
D46761	United Gulf Gate
D467E7	Fiberhome Telecommunication Technologies
D4684D	Ruckus Wireless
D46867	Neoventus Design Group
D468BA	Shenzhen Sundray Technologies Company Limited
D469A5	Miura Systems
D46A6A	Hon Hai Precision Ind.
D46A91	Snap AV
D46AA8	Huawei Technologies
D46CBF	Goodrich ISR
D46CDA	CSM
D46D50	Cisco Systems
D46D6D	Intel 
D46E0E	TP-Link Technologies
D46E5C	Huawei Technologies
D46F42	WAXESS USA Inc
D860B0	bioM?rieux Italia S.p.A.
D860B3	Guangdong Global Electronic Technology
D86162	Wistron Neweb 
D86194	Objetivos y Sevicios de Valor An?adido
D862DB	Eno
D86375	Xiaomi Communications Co
D86595	Toy's Myth
D866C6	Shenzhen Daystar Technology
D866EE	Boxin Communication
D867D9	Cisco Systems
D868C3	Samsung Electronics
D86960	Steinsvik
D86BF7	Nintendo
D86C02	Huaqin Telecom Technology
D86C63	Google
D86CE9	Sagemcom Broadband SAS
DC60A1	Teledyne DALSA Professional Imaging
DC647C	C.R.S. iiMotion
DC64B8	Shenzhen JingHanDa ElectronicsLtd
DC663A	Apacer Technology
DC6672	Samsung Electronics
DC68EB	Nintendo
DC6AEA	Infinix mobility limited
DC6DCD	Guangdong Oppo Mobile Telecommunications.
DC6F00	Livescribe
DC6F08	Bay Storage Technology
E06066	Sercomm .
E06089	Cloudleaf
E061B2	Hangzhou Zenointel Technology
E06290	Jinan Jovision Science & Technology
E063E5	Sony Mobile Communications Inc
E064BB	DigiView S.r.l.
E06678	Apple
E067B3	C-Data Technology
E0686D	Raybased AB
E06995	Pegatron 
E46059	Pingtek
E46251	HAO Cheng Group Limited
E46449	ARRIS Group
E467BA	Danish Interpretation Systems A/S
E468A3	Huawei Technologies
E4695A	Dictum Health
E46C21	messMa
E46F13	D-Link International
E8611F	Dawning Information Industry
E8617E	Liteon Technology 
E86183	Black Diamond Advanced TechnologyLLC
E861BE	Melec
E86549	Cisco Systems
E865D4	Tenda TechnologyDongguan branch
E866C4	Diamanti
E86819	Huawei Technologies
E86CDA	Supercomputers and Neurocomputers Research Center
E86D52	ARRIS Group
E86D54	Digit Mobile Inc
E86D65	AUDIO MOBIL Elektronik
E86D6E	voestalpine SIGNALING Fareham
E86FF2	Actiontec ElectronicsInc
EC60E0	AVI-ON Labs
EC6264	Global411 Internet ServicesLLC
EC63E5	ePBoard Design LLC
EC64E7	MOCACARE 
EC65CC	Panasonic Automotive Systems Company Of America
EC66D1	B&W Group
EC6881	Palo Alto Networks
EC6C9F	Chengdu Volans Technology
F06130	Advantage Pharmacy ServicesLLC
F0620D	Shenzhen Egreat Tech.
F06281	ProCurve Networking by HP
F065C2	Yanfeng Visteon Electronics Technology (Shanghai)
F065DD	Primax Electronics
F06853	Integrated 
F06BCA	Samsung Electronics
F06D78	Guangdong Oppo Mobile Telecommunications.
F06E0B	Microsoft 
F06E32	Microtel Innovation S.R.L.
F4600D	Panoptic TechnologyInc
F460E2	Xiaomi Communications Co
F462D0	Not for RadioLLC
F46349	Diffon 
F4645D	Toshiba
F4672D	ShenZhen Topstar Technology Company
F46A92	Shenzhen Fast Technologies
F46ABC	Adonit.
F46BEF	Sagemcom Broadband SAS
F46D04	ASUSTek Computer
F46DE2	zte 
F46E24	NEC Personal Computers
F86214	Apple
F862AA	xn Systems
F8633F	Intel 
F86465	Anova Applied Electronics
F86601	Suzhou Chi-tek Information technology
F866D1	Hon Hai Precision Ind.
F866F2	Cisco Systems
F86971	Seibu Electric
F86CE1	Taicang T&W Electronics
F86ECF	Arcx Inc
F86EEE	Huawei Technologies
F86FC1	Apple
FC6018	Zhejiang Kangtai Electric
FC6198	NEC Personal Products
FC626E	Beijing MDC Telecom
FC62B9	Alps Electric
FC643A	Samsung Electronics
FC64BA	Xiaomi Communications Co
FC65DE	Amazon Technologies
FC683E	Directed PerceptionInc
FC6947	Texas Instruments
FC6BF0	Topwell International Holdinds Limited
FC6C31	LXinstruments
FC6DC0	BME 
FC6FB7	ARRIS Group
0070B0	M/A-CoM Companies
0070B3	Data Recall
007147	Amazon Technologies
0071C2	Pegatron 
0071CC	Hon Hai Precision Ind.
007263	Netcore Technology
007278	Cisco Systems
00738D	Shenzhen TINNO Mobile Technology.
0073E0	Samsung Electronics
00749C	Ruijie Networks
007532	Inid BV
0075E1	AmptLLC
007686	Cisco Systems
0076B1	Somfy-Protect By Myfox SAS
007888	Cisco Systems
00789E	Sagemcom Broadband SAS
0078CD	Ignition Design Labs
007B18	SENTRY
007DFA	Volkswagen Group Of America
007E56	China Dragon Technology Limited
007E95	Cisco Systems
007F28	Actiontec ElectronicsInc
027001	Racal-Datacom
0270B0	M/A-CoM Companies
0270B3	Data Recall
0470BC	Globalstar
04714B	IEEE Registration Authority
0474A1	Aligera Equipamentos Digitaisa
047503	Huawei Technologies
0475F5	Csst
04766E	Alps Electric
047863	Shanghai MXCHIP Information Technology
047970	Huawei Technologies
047D50	Shenzhen Kang Ying TechnologyLtd
047D7B	Quanta Computer
047E4A	moobox
087045	Apple
087402	Apple
0874F6	Winterhalter Gastronom
087572	Obelux Oy
087618	ViE Technologies Sdn. Bhd.
087695	Auto Industrial
0876FF	Thomson Telecom Belgium
087808	Samsung Electronics
087999	AIM
087A4C	Huawei Technologies
087BAA	SvyazkomplektserviceLLC
087CBE	Quintic.
087D21	Altasec technology 
0C704A	Huawei Technologies
0C715D	Samsung Electronics
0C722C	TP-Link Technologies
0C72D9	zte 
0C73BE	Dongguan Haimai Electronie Technology
0C73EB	IEEE Registration Authority
0C74C2	Apple
0C7523	Beijing Gehua Catv Network
0C756C	Anaren Microwave
0C75BD	Cisco Systems
0C771A	Apple
0C7D7C	Kexiang Information Technology Co
1071F9	Cloud TelecomputersLLC
107223	Tellescom Industria E Comercio EM Telecomunicacao 
10768A	EoCell
1077B0	Fiberhome Telecommunication Technologies
1077B1	Samsung Electronics
10785B	Actiontec ElectronicsInc
107873	Shenzhen Jinkeyi Communication
1078CE	Hanvit SI
1078D2	Elitegroup Computer Systems
107A86	U&U Engineering
107B44	ASUSTek Computer
107BA4	Olive & Dove
107BEF	ZyXEL Communications
107D1A	Dell
147373	Tubitak Uekae
147411	RIM
147590	TP-Link Technologies
14780B	Varex Imaging Deutschland AG
1479F3	China Mobile Group Device
147DB3	JOA Telecom.Co.
147DC5	Murata Manufacturing
187117	eta plus electronic
18742E	Amazon Technologies
187532	Sichuan Tianyi Comheart Telecomco.
1879A2	GMJ Electric Limited
187A93	AMICCOM Electronics 
187C81	Valeo Vision Systems
187ED5	shenzhen kaism technology
1C7022	Murata Manufacturing
1C7328	Connected Home
1C7370	Neotech
1C740D	ZyXEL Communications
1C7508	Compal Information (Kunshan)
1C76CA	Terasic Technologies
1C77F6	Guangdong Oppo Mobile Telecommunications.
1C7839	Shenzhen Tencent Computer System
1C7B21	Sony Mobile Communications Inc
1C7B23	Qingdao Hisense Communications
1C7C11	EID 
1C7C45	Vitek Industrial Video Products
1C7CC7	Coriant
1C7D22	Fuji Xerox
1C7E51	3bumen.com
1C7EE5	D-Link International
20719E	SF Technology
207355	ARRIS Group
2074CF	Shenzhen Voxtech
207600	Actiontec ElectronicsInc
20768F	Apple
207693	Lenovo (Beijing) Limited.
20780B	Delta Faucet Company
207852	Nokia
2078F0	Apple
207C8F	Quanta MicrosystemsInc.
207D74	Apple
247189	Texas Instruments
247260	IOTTECH
247656	Shanghai Net Miles Fiber Optics Technology
24767D	Cisco SPVTG
247703	Intel 
24792A	Ruckus Wireless
247C4C	Herman Miller
247E12	Cisco Systems
247F20	Sagemcom Broadband SAS
247F3C	Huawei Technologies
287184	Spire Payments
2872C5	Smartmatic
2872F0	Athena
287610	IgniteNet
2876CD	Funshion Online Technologies
287994	Realplay Digital Technology(Shenzhen)
287AEE	ARRIS Group
287B09	zte 
287CDB	Hefei  Toycloud Technology
2C7155	HiveMotion
2C72C3	Soundmatters
2C7360	Earda Technologies Co
2C750F	Shanghai Dongzhou-Lawton Communication Technology
2C768A	Hewlett-Packard Company
2C7B5A	Milper
2C7B84	OOO Petr Telegin
2C7E81	ARRIS Group
2C7ECF	Onzo
3071B2	Hangzhou Prevail Optoelectronic Equipment
307350	Inpeco SA
307496	Huawei Technologies
307512	Sony Mobile Communications Inc
30766F	LG Electronics (Mobile Communications)
3077CB	Maike Industry(Shenzhen)Co.
30785C	Partow Tamas Novin (Parman)
30786B	TIANJIN Golden Pentagon Electronics
3078C2	Innowireless / QUCELL Networks
307BAC	New H3C Technologies
307C30	RIM
307C5E	Juniper Networks
307CB2	Anov France
307ECB	SFR
3475C7	Avaya Inc
3476C5	I-O Data Device
347877	O-Net Communications (Shenzhen) Limited
3478D7	Gionee Communication Equipment
347A60	ARRIS Group
347C25	Apple
347E39	Nokia Danmark A/S
347E5C	Sonos
347ECA	Nextwill
38700C	ARRIS Group
3871DE	Apple
3872C0	Comtrend 
3873EA	IEEE Registration Authority
3876CA	Shenzhen Smart Intelligent TechnologyLtd
3876D1	Euronda SpA
387862	Sony Mobile Communications Inc
387B47	AKELA
3C7059	MakerBot Industries
3C7437	RIM
3C754A	ARRIS Group
3C77E6	Hon Hai Precision Ind.
3C7843	Huawei Technologies
3C7873	Airsonics
3C7A8A	ARRIS Group
3C7DB1	Texas Instruments
3C7F6F	Telechips
407009	ARRIS Group
40704A	Power Idea Technology Limited
407074	Life Technology (China)
407183	Juniper Networks
407496	aFUN TECHNOLOGY
40786A	Motorola Mobility LLCa Lenovo Company
407875	IMBEL - Industria de Material Belico do Brasil
407A80	Nokia 
407B1B	Mettle Networks
407C7D	Nokia
407D0F	Huawei Technologies
407FE0	Glory Star Technics (ShenZhen) Limited
44700B	Iffu
447098	Ming Hong Technology (Shen Zhen) Limited
4473D6	Logitech
44746C	Sony Mobile Communications Inc
44783E	Samsung Electronics
447BBB	Shenzhen YOUHUA Technology
447BC4	DualShine Technology(SZ)Co.
447C7F	Innolight Technology 
447DA5	Vtion Information Technology (Fujian)
447E76	Trek Technology (S) Pte
447E95	Alpha and OmegaInc
447F77	Connected Home
487119	SGB Group
48746E	Apple
487583	Intellion AG
487604	Private
487A55	ALE International
487ADA	Hangzhou H3C TechnologiesLimited
487B6B	Huawei Technologies
487D2E	TP-Link Technologies
4C72B9	Pegatron 
4C7367	Genius Bytes Software Solutions
4C73A5	Kove
4C7403	BQ
4C7487	Leader Phone Communication Technology
4C74BF	Apple
4C7625	Dell
4C774F	Embedded Wireless Labs 
4C776D	Cisco Systems
4C7872	Cav. Uff. Giacomo Cimberio S.p.A. 
4C7897	Arrowhead Alarm Products
4C79BA	Intel 
4C7C5F	Apple
4C7F62	Nokia 
5070E5	He Shan World Fair Electronics Technology Limited
507224	Texas Instruments
50724D	BEG Brueck Electronic
507691	Tekpea
5076A6	Ecil Informatica Ind. Com.a
507705	Samsung Electronics
50795B	Interexport Telecomunicaciones S.A.
507A55	Apple
507B9D	LCFC(HeFei) Electronics Technology
507D02	Biodit
507E5D	Arcadyan Technology 
54724F	Apple
547398	Toyo Electronics 
5474E6	Webtech Wireless
547595	TP-Link Technologies
5475D0	Cisco Systems
54781A	Cisco Systems
547975	Nokia 
547A52	CTE International srl
547C69	Cisco Systems
547DCD	Texas Instruments
547F54	Ingenico
547FA8	TELCO Systemss.r.o.
547FEE	Cisco Systems
5870C6	Shanghai Xiaoyi Technology
587521	CJSC RTSoft
587675	Beijing ECHO Technologies
5876C5	Digi I'S
587A4D	Stonesoft 
587A62	Texas Instruments
587A6A	Guangdong Oppo Mobile Telecommunications.
587BE9	AirPro Technology India Pvt.
587E61	Qingdao Hisense Communications
587F57	Apple
587F66	Huawei Technologies
587FB7	Sonar Industrial
587FC8	S2M
5C70A3	LG Electronics (Mobile Communications)
5C7757	Haivision Network Video
5C7776	TCT mobile
5C7D5E	Huawei Technologies
60720B	BLU Products Inc
60735C	Cisco Systems
6073BC	zte 
60748D	Atmaca Elektronik
607688	Velodyne
6077E2	Samsung Electronics
607EDD	Microsoft Mobile Oy
647002	TP-Link Technologies
647033	Apple
6472D8	GooWi TechnologyLimited
6473E2	Arbiter Systems
6474F6	Shooter Detection Systems
647657	Innovative Security Designs
6476BA	Apple
64777D	Hitron Technologies. Inc
647791	Samsung Electronics
6479A7	Phison Electronics.   
647BD4	Texas Instruments
647C34	Ubee InteractiveLimited
647D81	Yokota Industrial Co.Ltd
647FDA	TEKTELIC Communications
687251	Ubiquiti Networks
6872DC	CETORY.TV Company Limited
68764F	Sony Mobile Communications Inc
687848	Westunitis
68784C	Nortel Networks
687924	ELS-GmbH & KG
6879ED	Sharp 
687CC8	Measurement Systems S. de R.L.
687CD5	Y Soft a.s.
687F74	Cisco-Linksys LLC
6C7039	Novar
6C709F	Apple
6C71BD	Ezelink Telecom
6C71D9	Azurewave Technologies
6C7220	D-Link International
6C72E7	Apple
6C750D	WiFiSONG
6C7660	Kyocera  
70700D	Apple
70704C	Purple CommunicationsInc
70708B	Cisco Systems
7071B3	Brain 
7071BC	Pegatron 
70720D	Lenovo Mobile Communication Technology
70723C	Huawei Technologies
7072CF	EdgeCore Networks
7073CB	Apple
707630	ARRIS Group
7076DD	Oxyguard International A/S
7076F0	LevelOne Communications (India) Private Limited
7076FF	Kerlink
707781	Hon Hai Precision Ind.
70788B	vivo Mobile Communication
707938	Wuxi Zhanrui Electronic Technology
707990	Huawei Technologies
7079B3	Cisco Systems
707BE8	Huawei Technologies
707C18	ADATA Technology
707C69	Avaya Inc
707D95	Shenzhen City LinwlanTechnology
707DB9	Cisco Systems
707E43	ARRIS Group
707EDE	Nastec
7470FD	Intel 
74721E	Edison Labs
7472B0	Guangzhou Shiyuan Electronics 
7472F2	Chipsip Technology
747336	MICRODIGTAL Inc
747548	Amazon Technologies
747818	Jurumani Solutions
747B7A	ETH
747D24	Phicomm (Shanghai)
747DB6	Aliwei CommunicationsInc
747E1A	Red Embedded Design Limited
747E2D	Beijing Thomson CITIC Digital Technology
78719C	ARRIS Group
78725D	Cisco Systems
787B8A	Apple
787D48	Itel Mobile Limited
787E61	Apple
787F62	GiK mbH
7C70BC	IEEE Registration Authority
7C7176	Wuxi iData Technology Company
7C72E4	Unikey Technologies
7C738B	Cocoon Alarm
7C7630	Shenzhen YOUHUA Technology
7C7635	Intel 
7C7668	Huawei Technologies
7C7673	ENMAS
7C787E	Samsung Electronics
7C79E8	PayRange
7C7A53	Phytrex Technology.
7C7A91	Intel 
7C7B8B	Control Concepts
7C7BE4	Z'Sedai Kenkyusho 
7C7D3D	Huawei Technologies
7C7D41	Jinmuyu Electronics
80711F	Juniper Networks
80717A	Huawei Technologies
80739F	Kyocera  
807459	K's
807693	Newag SA
8079AE	ShanDong Tecsunrise 
807A7F	ABB Genway Xiamen Electrical Equipment
807ABF	HTC 
807B1E	Corsair Components
807B85	IEEE Registration Authority
807D1B	Neosystem
807DE3	Chongqing Sichuan Instrument MicrocircuitLtd
847207	I&C Technology
847303	Letv Mobile and Intelligent Information Technology (Beijing) 
84742A	zte 
847460	zte 
847616	Addat s.r.o.
847778	Cochlear Limited
84788B	Apple
8478AC	Cisco Systems
847933	profichip
847973	Shanghai Baud Data Communication
847A88	HTC 
847BEB	Dell
847D50	Holley Metering Limited
847E40	Texas Instruments
887033	Hangzhou Silan Microelectronic Inc
88708C	Lenovo Mobile Communication Technology
8870EF	SC Professional Trading
8871E5	Amazon Technologies
887384	Toshiba
887398	K2E Tekpoint
887556	Cisco Systems
887598	Samsung Electronics
887873	Intel 
88789C	Game Technologies SA
88795B	Konka Group
88797E	Motorola Mobility LLCa Lenovo Company
887A31	Velankani Electronics Pvt.
887F03	Comper Technology Investment Limited
8C705A	Intel 
8C71F8	Samsung Electronics
8C736E	Fujitsu Limited
8C76C1	Goden Tech Limited
8C7712	Samsung Electronics
8C7716	Longcheer Telecommunication Limited
8C78D7	Shenzhen Fast Technologies
8C7967	zte 
8C7B9D	Apple
8C7C92	Apple
8C7CB5	Hon Hai Precision Ind.
8C7CFF	Brocade Communications Systems
8C7EB3	Lytro
8C7F3B	ARRIS Group
907025	Garea Microsys
907065	Texas Instruments
907240	Apple
907282	Sagemcom Broadband SAS
907910	Integrated Device Technology (Malaysia) Sdn. Bhd.
907990	Benchmark Electronics Romania SRL
907A0A	Gebr. Bode & Co KG
907A28	Beijing Morncloud Information And Technology
907AF1	Wally
907EBA	Utek Technology (Shenzhen)
907F61	Chicony Electronics
9470D2	Winfirm Technology
9471AC	TCT mobile
94756E	QinetiQ North America
9476B7	Samsung Electronics
94772B	Huawei Technologies
947BBE	Ubicquia
947BE7	Samsung Electronics
947C3E	Polewall Norge AS
947EB9	National Narrowband Network Communications Pty
9870E8	Innatech SDN BHD
9873C4	Sage Electronic Engineering LLC
98743D	Shenzhen Jun Kai Hengye Technology
9874DA	Infinix mobility limited
9876B6	Adafruit
987770	Pep Digital Technology (Guangzhou)
987BF3	Texas Instruments
987E46	Emizon Networks Limited
9C713A	Huawei Technologies
9C741A	Huawei Technologies
9C7514	Wildix srl
9C77AA	Nadasnv
9C79AC	Suntec Software(Shanghai)
9C7A03	Ciena 
9C7BD2	NEOLAB Convergence
9C7DA3	Huawei Technologies
9C7F57	DERA
A07099	Beijing Huacan Electronics
A071A9	Nokia 
A0722C	HUMAX
A072E4	NJ System
A07332	Cashmaster International Limited
A073FC	Rancore Technologies Private Limited
A07591	Samsung Electronics
A075EA	BoxLock
A07771	Vialis BV
A078BA	Pantech
A470D6	Motorola Mobility LLCa Lenovo Company
A47174	Huawei Technologies
A47733	Google
A47758	Ningbo Freewings Technologies
A47760	Nokia 
A47886	Avaya Inc
A479E4	KLINFO
A47AA4	ARRIS Group
A47ACF	Vibicom Communications
A47B2C	Nokia
A47B85	ULTIMEDIA Co
A47B9D	Espressif
A47C14	ChargeStorm AB
A47C1F	Cobham plc
A47E39	zte 
A870A5	UniComm
A87285	IDT
A8741D	PHOENIX CoNTACT Electronics
A875D6	FreeTek International
A875E2	Aventura Technologies
A8776F	Zonoff
A87B39	Nokia 
A87C01	Samsung Electronics
A87D12	Huawei Technologies
A87E33	Nokia Danmark A/S
AC7236	Lexking Technology
AC7289	Intel 
AC7409	Hangzhou H3C TechnologiesLimited
AC751D	Huawei Technologies
AC7A42	iConnectivity
AC7A4D	Alps Electric
AC7BA1	Intel 
AC7E8A	Cisco Systems
AC7F3E	Apple
B0702D	Apple
B072BF	Murata Manufacturing
B0750C	QA Cafe
B0754D	Nokia
B075D5	zte 
B077AC	ARRIS Group
B07870	Wi-NEXT
B078F0	Beijing HuaqinWorld Technology
B07908	Cummings Engineering
B0793C	Revolv Inc
B07994	Motorola Mobility LLCa Lenovo Company
B07D47	Cisco Systems
B07D62	Dipl.-Ing. H. Horstmann
B07E70	Zadara Storage
B07FB9	Netgear
B47356	Hangzhou Treebear Networking
B47443	Samsung Electronics
B47447	CoreOS
B4749F	Askey Computer
B4750E	Belkin International
B479A7	Samsung Electro-Mechanics(Thailand)
B47C29	Shenzhen Guzidi Technology
B47C9C	Amazon Technologies
B47F5E	Foresight Manufacture (S) Pte
B870F4	Compal Information (Kunshan)
